STATION,NAME,LOCATION,STATUS,FIRST_YR,LAST_YR,TOTAL_YRS,MISS_YRS,LONGITUDE,LATITUDE
19006401002,Kapuskasing River,"At Sturgeon Falls, dwnstrm Spruce Paper Company",I,1968,1978,11,0,-82.44651098,49.44713252
19006402402,Kapuskasing River,downstream kapuskasing,I,1978,1995,17,1,-82.32004361,49.57271389
19006402902,Kapuskasing River,Upstrm Lost River,I,1983,1987,4,1,-82.35793836,49.55727002
19006403402,Kapuskasing River,"Spruce Falls Mill intake, below Hwy 11",I,1980,1995,16,0,-82.42961336,49.41037789
19006403502,Kapuskasing River,20M dwnstrm Spruce Falls Mill,I,1980,1985,6,0,-82.25164448,49.62622614
19006404002,Kapuskasing River,"Upstrm Saganash River, Kapuskasing",I,1985,1985,1,0,-82.48117561,49.36403927
19005300602,Kenogami River,Near Mammamattawa,I,1983,1983,1,0,-84.37947799,50.40926702
19006403802,Kwataboahegan River,Near the mouth,I,1983,1984,2,0,-80.83116811,51.1523514
19005300202,Little Current River,At Percy Lake,I,1983,1983,1,0,-86.51496911,50.66096477
19006400102,Mattagami River,"Dwnstrm Timmins STP,  Timmins",A,1968,2016,24,25,-81.36039561,48.49387352
19006400202,Mattagami River,"Hwy 101 bridge (Riverside Dr), Timmins",I,1968,1996,28,1,-81.35029148,48.47605802
19006401102,Mattagami River,"Hwy 11, Smooth Rock Falls",I,1968,1994,25,2,-81.63906873,49.27596027
19006401202,Mattagami River,"Dnstr Abitibi Paper, Smooth Rock Fall",I,1968,1978,11,0,-81.63857161,49.29270902
19006401420,Mattagami River,"Timmins waterworks plant, N Hwy 101",A,1972,2016,17,28,-81.35320186,48.47479377
19006403302,Mattagami River,"21Km N. of Hwy 11, W. of Hwy 634",I,1980,1987,7,1,-81.65359311,49.44903714
19006403902,Mattagami River,10km North of Hwy 11,I,1984,1987,3,1,-81.62756998,49.36280527
19006402702,Mattawishkwia River,"Kendall Creek, S. of Hwy 11, SE of Hearst",I,1983,1984,2,0,-83.54113186,49.64457614
19006400802,Mattawishkwia River,"Hwy 11, Town of Hearst",I,1968,1996,25,4,-83.63317811,49.68504652
19006402502,Mattawishkwia River,"S. of Hwy 11, S. of Hearst",I,1978,1996,15,4,-83.72365024,49.68171202
19006402602,Mattawishkwia River,"Prune Creek at Jogues, Camire Rd, S of Hearst",I,1983,1989,3,4,-83.74527824,49.59329652
19006401302,Missinaibi River,"Hwy 11, Mattice",I,1968,1995,18,10,-83.26863974,49.61499239
19006402002,Nebskwashi River,"Inlet to Chapleau Lake,  W. of Hwy 101",I,1973,1973,1,0,-83.36970986,47.85066152
19006402102,Nebskwashi River,"Cedar St, E. of Hwy 129, Chapleau",I,1973,1973,1,0,-83.39563211,47.84003839
19006404602,North Driftwood Creek,"Hwy 101, W of Shillington",I,1991,1996,6,0,-80.74202536,48.53771677
19006403702,North French River,Near the mouth,I,1983,1983,1,0,-80.76499036,51.10609265
19005300402,Ogoki River,Upstrm Whiteclay Lake,I,1983,1983,1,0,-88.84998512,50.9317789
19004300302,Pineimuta River,At Eyes Lake,I,1983,1983,1,0,-88.69048887,52.20281327
19001800302,Pipestone River,At Karl Lake,I,1983,1983,1,0,-90.18121887,52.57062865
19006400302,Porcupine River,"Hwy 101, outlet of Porcupine Lk, Porcupine",I,1968,2005,30,8,-81.17503686,48.49504452
19006400402,Porcupine River,"Hwy 101 bridge, Hoyle",A,1968,2016,40,9,-81.05480486,48.54983827
19006404502,Porcupine River,"Hwy 101, upstrm of Porcupine Lk, South Porcupine",A,1991,2016,16,10,-81.22226798,48.48242452
19000103401,Rainy River,"Hwy 11, Noden causeway, Couchiching",I,1975,1977,3,0,-93.30349362,48.65264439
19000103902,Rainy River,Upstream toll bridge at Fort Francis,I,1990,1992,3,0,-93.36358324,48.61327864
19000800302,Roseberry River,Upstrm Roseberry Lakes,I,1983,1983,1,0,-92.59748099,52.73312277
19000800602,Sachigo River,Dwnstrm outlet,I,1983,1983,1,0,-84.25738099,53.10455802
19000800802,Sandy Lake,"Sandy Lake, Sandy Lk on-Pikangikum,on, Kenora",I,1983,1983,1,0,-93.24479374,53.03085652
19000800102,Severn River,At outlet of Muskrat River,I,1983,1983,1,0,-91.81571587,53.29997452
19000800402,Severn River,"Dwnstrm outlet, below outlet of Deer Lake",I,1983,1983,1,0,-94.152775,52.71781577
19001800102,Shamattawa River,Winisk River dwnstrm Ashweig River,I,1983,1983,1,0,-87.29166699,54.65422502
19000103702,Snib Creek,Mouth of St. Pauls Bay,I,1982,1984,3,0,-93.88552287,51.0130244
19000103502,Wabigoon River,"Minnitaki Sideroad, N of Hwy 17, W of Hwy 605",I,1980,1996,17,0,-93.09036537,49.85100477
19000103602,Wabigoon River,"Hwy 609, W of Hwy 105, near Quibell",I,1980,1996,17,0,-93.40124274,49.95861227
19000103802,Wabigoon River,"Hwy 17, W of Hwy 665, NW of Dryden",I,1987,1995,9,0,-92.87398374,49.81511964
19000800502,Windigo River,Upstrm Muskrat River,I,1983,1983,1,0,-91.82078774,53.29393102
01000000101,Lake Superior,"Inside Lakehead Harbour, Thunder Bay",I,1968,1995,28,0,-89.17889024,48.44882927
01000000201,Lake Superior,Off mouth of Kaministiquia River,I,1968,1995,28,0,-89.19999937,48.39349402
01000000301,Lake Superior,"Near pulp mill, N. of Mission Bay, Thunder Bay",I,1969,1995,27,0,-89.20470774,48.34985039
01000000401,Lake Superior,"Near Prov. Mill, Thunder Bay",I,1969,1995,27,0,-89.16637824,48.44826264
01000000501,Lake Superior,Near Abitibi Thunder Bay Paper Mill slip,I,1969,1995,27,0,-89.15968749,48.46950027
01000000601,Lake Superior,Abitibi Thunder Bay Paper Mill ditch,I,1972,1995,24,0,-89.16531912,48.46448877
01000000701,Lake Superior,3.5 MI NE of Welcome Island lighthouse,I,1977,1995,19,0,-89.08584987,48.39646002
01000000801,Lake Superior,5 mil SE of Welcome Island lighthouse,I,1977,1977,1,0,-89.02358987,48.32560002
01000001001,Lake Superior,2.5 Km E of McKellar Island,I,1978,1995,18,0,-89.16320987,48.37299002
01000001101,Lake Superior,2 km E of Northern Wood Preservers,I,1978,1995,18,0,-89.16459987,48.42155002
01000001201,Lake Superior,E of Mission Bay Dredge Disposal,I,1985,1995,11,0,-89.19507287,48.34083889
01000001301,Lake Superior (Nipigon Bay),N of Red Rock WTP Intake,I,1985,1986,2,0,-88.24701961,48.95745889
01000001401,Lake Superior (Nipigon Bay),"E. of CPR, W. of Honeymoon Cove",I,1985,1986,2,0,-88.23800524,48.94213664
01000001501,Lake Superior,2000 m NE of Burnt Island,I,1985,1986,2,0,-88.18014974,48.92638214
01000001601,Lake Superior (Jackfish Bay),"900 m out from CPR Tunnel, Tunnel Bay",I,1985,1986,2,0,-86.96132686,48.81014852
01000001701,Lake Superior (Jackfish Bay),100m from mouth of Blackbird Ck,I,1980,1986,3,4,-87.00267436,48.81250564
01000001801,Lake Superior,"600m from mouth of Blackbird Ck, Moberley Bay",I,1985,1986,2,0,-86.99998824,48.80840914
01000001901,Lake Superior,100 m W of Hawkins Island,I,1986,1986,1,0,-86.43331611,48.72389077
01000002001,Lake Superior,NW of Marathon WPCP,I,1986,1986,1,0,-86.39714074,48.71173302
01000100102,Silver Creek,"Hwy 17, Hibbard Bay",I,1972,1973,2,0,-84.76807211,47.01804352
01000900102,Montreal River,"Hwy 17, N. of Sault Ste. Marie",I,1972,2005,19,15,-84.64523899,47.23823652
01001200102,Agawa River,"Hwy 17, Agawa Bay",I,1973,1988,15,1,-84.63681149,47.35789089
01001400102,Sand River,"Hwy 17, 13 km N of Agawa River",I,1985,1988,4,0,-84.73125886,47.43214127
01002700102,Old Women River,"Hwy 17, Wawa",I,1973,1975,3,0,-84.89417299,47.79061189
01002900102,Michipicoten River,"Hwy 17, S of Wawa",I,1969,2005,25,12,-84.80475174,47.92257302
01002900202,Magpie River,"Hwy 17, W of Wawa",I,1969,1984,15,1,-84.79565711,47.98124439
01002900302,Wawa Creek,"Hwy 17, S of Wawa",I,1969,1990,14,8,-84.81075674,47.93784177
01002900402,Wawa Creek,"Hwy 101, Wawa",I,1969,1990,14,8,-84.76460774,47.99108527
01002900502,Magpie River,"E. of Michipicoten Bay, W. of Hwy 17",I,1973,1990,16,2,-84.82965799,47.93929689
01002900602,Magpie River,"Upstrm Wawa lagoons, Upstrm Hwy 17",I,1982,1990,9,0,-84.79140599,47.98822014
01002900702,Magpie River,"S. of Hwy 519, Dubreuilville",I,1987,1990,4,0,-84.62037899,48.34928389
01002900802,Magpie River,"E of Hwy 17, dwnstrm Dubreuilville, NW of Wawa",I,1987,1990,4,0,-84.80706999,48.01470452
01002900902,Magpie River,Bridge in Dubreuilville,I,1988,1990,3,0,-84.53778999,48.35872339
01005700102,White River,Hwy 17,I,1973,1994,22,0,-85.53685061,48.69792314
01005700202,Hayward Creek,Dwnstrm Lim Lake at forest access rd,I,1986,1996,11,0,-85.89292724,48.65386802
01006000102,Pic River,Hwy 17,I,1973,2011,39,0,-86.28363099,48.70728689
01006000202,Black River,"Hwy 17, W of Hemlo",I,1973,2011,39,0,-86.21262361,48.68790552
01006000302,Black River,"Hwy 614, S of Agonzon, Ontario Pulp and Paper Rd",I,1976,1996,21,0,-85.87965299,48.87757277
01006000402,Black River,1.5km dwnstrm Mose Lake,I,1976,1996,21,0,-85.74646349,49.13228677
01006000502,Fox Creek,"Manitou Rd (Hwy 614), Manitouwadge Lake",I,1976,1996,21,0,-85.79576449,49.13302714
01006000602,Black River,Upstrm Mose Lake,I,1977,1996,20,0,-85.74193224,49.14009127
01006000702,Rudder Creek,5km W of Hwy 614,I,1977,1994,17,1,-85.90612711,49.11673927
01010800102,Kaministiquia River,"James St (Hwy 61B), Thunder Bay",A,1966,2015,48,2,-89.28760749,48.35863464
01010800202,Kaministiquia River,"Upstrm James St (Hwy 61B) bridge, Thunder Bay",I,1966,1996,31,0,-89.30564887,48.34543877
01010800302,Kaministiquia River,"Middle of turning basin, Thunder Bay",I,1968,1995,28,0,-89.30183912,48.35241464
01010800402,Kaministiquia River,"Near mouth, Thunder Bay",I,1978,1996,19,0,-89.21905662,48.39231914
01010800502,Kaministiquia River,"Upstrm McKellar and Mission Rivers, Thunder Bay",I,1968,1996,29,0,-89.24866737,48.37105902
01010900102,McKellar River,"104th Ave, Thunder Bay",I,1966,1996,28,3,-89.23996924,48.37708439
01010900202,McKellar River,"Near mouth, Thunder Bay",I,1968,1996,29,0,-89.21224287,48.37734877
01011000102,Mission River,"Near mouth, Thunder Bay",I,1968,1996,29,0,-89.22809987,48.35916002
01011500102,Cloud River,First bridge upstrm Cloud Bay,I,1973,1975,3,0,-89.44608599,48.08446177
01011600102,Pine River,Hwy 61,I,1973,1975,3,0,-89.53520499,48.06773352
01011700102,Pigeon River,"Hwy 593, Pigeon River",I,1973,1978,6,0,-89.70833474,48.01045027
02000600102,Bar River,"Driftwood Rd, W of Hwy 17",I,1973,1992,9,11,-84.08864586,46.42512514
02000700102,Echo River,"Pioneer Rd, North of Hwy 638, Echo Bay",I,1973,1992,9,11,-84.04526836,46.50886402
03001500102,Pottawatomi River,"4th Ave, S of 15 St W, Owen Sound",I,1964,1978,14,1,-80.95130623,44.57459664
03001500202,Pottawatomi River,"14th St, Owen Sound",A,1975,2016,37,5,-80.96008648,44.57429939
03001500302,Pottawatomi River,"Eddie Sargent Pkwy, Owen Sound",I,1977,1979,3,0,-80.94776761,44.57549176
03001600102,Sydenham River,"10th St W, E of 1st Ave W, Owen Sound",I,1964,1979,11,5,-80.94423586,44.56757676
03001600202,Sydenham River,"8th St E, W of 2nd Ave E, Owen Sound",I,1972,1975,4,0,-80.94420186,44.56367864
03001600302,Sydenham River,"Grey Cnty Rd 18, upstrm Inglis Falls",A,1975,2016,37,5,-80.93089011,44.52217814
03001600402,Spey River,"Hwy 6 & 10, N of Sideroad 1, N of Chatsworth",I,1975,1979,5,0,-80.90539448,44.46831451
03001700102,Telfer Creek,"Cnty Rd 15 bridge, Village of Leith",I,1964,1971,8,0,-80.87678861,44.62545539
03001700202,Telfer Creek,"Thompson Memorial Footbridge, Leith",A,1972,2016,40,5,-80.87577098,44.62385189
03001800102,Keefer Creek,"Conc Rd 6N, N of Sideroad 24, E of Leith",I,1995,1996,2,0,-80.83047648,44.62463989
03002000102,Waterton Creek,"Lakeshore Dr, W of Queens Bush Rd, W of Balaclava",I,1965,1975,4,7,-80.78450686,44.68145801
03002700102,Orchard Creek,"Lakeshore Dr, S of Centreville Rd, NW of Meaford",I,1964,1978,9,6,-80.61122861,44.62377089
03003000102,Bighead River,"Bridge St, E of Sykes St N, Meaford",I,1964,1975,12,0,-80.58909573,44.60730876
03003000202,Bighead River,"Sideroad 13, St. Vincent Twp, S of Oxmead",A,1975,2016,37,5,-80.64850398,44.56987776
03003600102,Beaver River,"Bay St, N of Hwy 26, Thornbury",I,1964,1996,21,12,-80.44896523,44.56411851
03003600202,Beaver River,"Railroad bridge, Thornbury",I,1972,1987,14,2,-80.45077698,44.56281914
03003600302,Beaver River,"Cnty Rd 7, North Channel, N of Kimberly",I,1975,1978,4,0,-80.53847386,44.39353514
03003600402,Beaver River,"Cnty Rd 7, South Channel, N of Kimberly",I,1975,1978,4,0,-80.53801061,44.39176864
03003600502,Boyne River,"East Back Ln, dwnstrm Flesherton",A,1975,2016,37,5,-80.54585836,44.27958714
03003600602,Beaver River,"Cnty Rd 2, S of Concession Rd 10, Feversham",I,1978,1996,19,0,-80.37770336,44.33798964
03003600702,Beaver River,"Concession Rd 10, E of Cnty Rd 2, NE of Feversham",I,1978,1996,19,0,-80.36840023,44.35390976
03003600802,Beaver River,"8th Line, E of Cnty Rd 2, SE of Feversham",I,1978,1996,19,0,-80.36302361,44.33594601
03003600902,Beaver River,"Grey Cnty Rd 30, S of Kimberley",A,1978,2016,34,5,-80.54015148,44.34604251
03004000102,Mountain Stream West Branch,"Hwy 26, W Branch, E of Thornbury",I,1965,1971,7,0,-80.38842636,44.53578514
03004100102,Mountain Stream East Branch,"Hwy 26, E Branch, E of Thornbury",I,1965,1971,7,0,-80.38254486,44.53611364
03004700102,Silver Creek,"Hwy 26, W of Collingwood",A,1966,2016,42,9,-80.27705848,44.51964864
03004700202,Silver Creek,"Mountain Rd, W of Collingwood",I,1966,1975,7,3,-80.27786173,44.49892589
03004900102,Black Ash Creek,"Hwy 26, High St, W of Collingwood",A,1972,2016,17,28,-80.23580373,44.50618689
03004900202,Black Ash Creek West,"6th St, W of Collingwood",I,1986,1987,2,0,-80.24235723,44.49003926
03004900302,Black Ash Creek East,"6th St, W of Collingwood",I,1986,1987,2,0,-80.23834086,44.49087764
03005300102,Pretty River,"Pretty River Parkway bridge, Collingwood",A,1964,2016,47,6,-80.19772461,44.50308626
03005300202,Pretty River,"Simcoe Cnty Rd 124, Nottawa",I,1975,1975,1,0,-80.20905048,44.46264151
03005400102,Batteaux River,"Hwy 26, E of Collingwood",A,1964,2016,32,21,-80.16709086,44.48831889
03005400202,Batteaux River,"Simcoe Cnty Rd 91, W of Stayner",I,1975,1975,1,0,-80.15935298,44.40513139
03005700102,Boyne River,"3rd Ln, Essa Twp, E of Alliston",I,1964,1983,9,11,-79.84437786,44.16080364
03005700202,Boyne River,"Simcoe Cnty Rd 15, King St, Alliston",I,1967,1988,7,15,-79.87918698,44.15341414
03005700302,Boyne River,"Conc 7, Tosorontio Twp, Earl Rowe Prov. Park",I,1967,1990,24,0,-79.89683998,44.15272176
03005700402,Pine River,Dwnstrm Camp Borden STP,I,1966,1971,6,0,-79.89816623,44.30234714
03005700502,Pine River,Upstrm Camp Borden STP,I,1966,1990,25,0,-79.90078823,44.30045439
03005700602,Nottawasaga River,"Mosely St, Wasaga Beach",I,1968,1989,8,14,-80.01758711,44.52349114
03005700683,Nottawasaga River,"Mosely St, Wasaga Beach",I,1973,1995,23,0,-80.01758811,44.52349151
03005700702,Boyne River,"Simcoe Cnty Rd 10, dwnstrm Alliston",A,1970,2016,46,1,-79.82948636,44.16306064
03005700902,Lamont Creek,"Hwy 26, King St, Stayner",I,1972,2004,33,0,-80.09668648,44.42146551
03005701002,Pine River,"Upstrm Nottawasaga River, Mill St, Angus",A,1972,2016,45,0,-79.88647448,44.31854764
03005701102,Boyne River,"Dufferin Cnty Rd 124, E of Shelburne",I,1972,1995,22,2,-80.18897986,44.08509239
03005701202,Boyne River,"Mulmur Melancthon Twnln, NE of Shelburne",I,1972,1995,22,2,-80.17684448,44.10734376
03005701302,Beeton Creek,"10th Sdrd, Patterson St, N of Beeton",I,1972,1987,7,9,-79.78511323,44.09518314
03005701402,Beeton Creek,"10th Line, New Tecumseh, N of Beeton",I,1972,1997,23,3,-79.77135998,44.10783514
03005701502,Boyne River Tributary,"Conc 6, Tosorontio Twp",I,1974,1974,1,0,-79.91413348,44.15282626
03005701602,Boyne River,"Hwy 10 and 89, Shelburne",I,1975,1978,4,0,-80.19478611,44.08027226
03005701702,Nottawasaga River,"3rd Rd Ln, Adjala Twp",I,1975,1977,3,0,-79.94018836,44.04441439
03005701802,Sheldon Creek,"3rd Rd Ln, Adjala Twp",I,1975,1975,1,0,-79.95194673,44.09200876
03005701902,Boyne River,"Mulmur Tosorontio Twnln, E of Mansfield",I,1975,1977,3,0,-80.00225273,44.16426426
03005702002,Pine River,Mulmur Tosorontio Twnln,I,1975,1996,7,15,-80.01085411,44.19718939
03005702102,Mad River,"Conc 3, Tosorontio Twp, NE of Glencairn",A,1975,2016,42,0,-80.00167986,44.30520214
03005702202,Mad River,"Simcoe Cnty Rd 9, upstrm Creemore",I,1975,1977,3,0,-80.13527886,44.32460826
03005702302,Nottawasaga River,"Hwy 26, Edenvale",I,1977,1990,14,0,-79.89842711,44.45196964
03005702402,Beeton Creek,"Simcoe Cnty Rd 10, N of Tottenham",I,1977,2002,26,0,-79.81122698,44.04108851
03005702502,Nottawasaga River,"Klondike Park Rd, upstrm Wasaga Beach",A,1982,2016,35,0,-80.00712811,44.47547451
03007000102,Wye River,"Highway 12, South East of Midland",I,1973,1993,21,0,-79.84539798,44.73597889
03007000202,Wye River,"County Road No. 6 S, North of Elmvale",I,1977,1993,17,0,-79.89530561,44.61703214
03007300102,Hog creek,"Hwy 12, East of Midland, South of Port McNicoll",I,1973,1975,3,0,-79.78531161,44.73951151
03007500102,Sturgeon River,"Highway 12, Sturgeon Bay",I,1973,1977,5,0,-79.73292736,44.73202576
03007600102,Coldwater River,"CNR bridge, Coldwater",I,1973,1993,21,0,-79.64442573,44.70952989
03007600202,North river,Simcoe Cnty Rd 17 (Upper Big Chute Rd) Lovering,I,1973,1987,6,9,-79.62593711,44.75221489
03007700102,Holland River,"Queensville Rd, River Drive Park",I,1965,1995,30,1,-79.50425248,44.12649964
03007700202,Holland River,"Reg Rd 1, Bradford",A,1965,2016,44,8,-79.54583973,44.11323614
03007700302,Holland River,"Green Lane, Newmarket",I,1964,2005,32,10,-79.45489648,44.07975764
03007700402,Drainage Canal,"Hwy 9, Holland Marsh, W of Hwy 400",I,1967,1995,28,1,-79.60492286,44.02686689
03007700502,Drainage Canal,"Conc 5, Holland Marsh, E of Hwy 400",I,1967,1995,28,1,-79.58362736,44.03899051
03007700602,Holland River,"Mulock Dr, Newmarket",I,1965,1995,30,1,-79.45936261,44.04005851
03007700702,Aurora Creek,"Yonge St, N of St. Andrews College, Aurora",A,1964,2016,45,8,-79.47285473,44.02220026
03007700802,Black River,"Hedge Rd, Sutton",I,1965,1995,31,0,-79.34614111,44.32230801
03007700902,Uxbridge Brook,Dwnstrm Uxbridge STP outfall,I,1965,1971,7,0,-79.12088823,44.11546214
03007701002,Beaverton River,"Mouth at Lake Simcoe, Beaverton",I,1964,1987,9,15,-79.16439998,44.43220001
03007701102,Beaverton River,"Sideroad 18A, Cannington",I,1964,1990,27,0,-79.05513573,44.35208264
03007701202,Canal Lake Outlet,"Bolsover Rd, N of Cnty Rd 48, Bolsover",I,1967,1994,28,0,-79.07499873,44.53386889
03007701302,Severn River,"Outlet of Gloucester Pool, dam at Port Severn",A,1968,2016,41,8,-79.72022748,44.80375139
03007701402,Uxbridge Brook,"Sandy Hook Dr, 1st rd dwnstrm Uxbridge STP",I,1969,1993,25,0,-79.12261036,44.12138426
03007701502,Holland River,"Conc Rd 4, E of Hwy 401, S of Bradford",I,1971,1990,8,12,-79.56377086,44.07303214
03007701602,Holland River,"Rupke Rd, W of Hwy 401, N of Hwy 9",I,1971,1977,7,0,-79.62021098,44.02773839
03007701702,Drainage Canal,"Canal Bank Rd, Holland Marsh, upstrm pumping stn",I,1971,1995,25,0,-79.61897523,44.04822326
03007701802,Maskinonge Jersey River,"The Queensway, Reg Rd 12, Keswick",I,1971,1995,25,0,-79.46483936,44.22792026
03007701902,Black River,"Hwy 48, Baldwin",I,1971,1995,25,0,-79.34414236,44.26086389
03007702002,Black River,"York Durham Ln, S of Brown Hill",I,1971,1977,7,0,-79.32152061,44.20779526
03007702102,Mount Albert Creek,"Queensville Sdrd, N of Mount Albert",A,1971,2016,39,7,-79.32748086,44.16663039
03007702202,Lake Simcoe Outlet,"Hwy 12, Atherley",I,1971,1993,23,0,-79.36952261,44.60381414
03007702302,Severn River,Highway No. 11 Severn Bridge,I,1971,1993,23,0,-79.33492948,44.77648739
03007702402,Bogart Creek,"St. Johns Sdrd, S of Pine Orchard",I,1972,1993,9,13,-79.37760786,44.03936101
03007702502,Beaverton River,"Railroad bridge, Beaverton",I,1972,1993,22,0,-79.15995773,44.43113714
03007702602,Lake Couchiching Outlet,"County Road 169, Washago",I,1973,1993,21,0,-79.32441873,44.74656114
03007702702,Pefferlaw Brook,"Hwy 48, Georgina Twp",I,1973,1993,21,0,-79.21773998,44.33041001
03007702802,Lovers Creek,"Tollendal Rd, Barrie",A,1974,2016,34,9,-79.65129523,44.37225239
03007702902,Holland River,"Simcoe Cnty Rd 27, N of Schomberg",A,1977,2016,31,9,-79.67910198,44.01385739
03007703002,Holland River,"Ravenshoe Rd, York Reg Rd 32, Holland Marsh",I,1977,1995,19,0,-79.51693898,44.18176939
03007703102,Black River,"County Road 169, Fawkham",I,1977,1993,17,0,-79.28147211,44.71405451
03007703202,Uxbridge Brook,"Brookdale Rd, S of Uxbridge",I,1977,1991,15,0,-79.09789286,44.09525676
03007703302,Maskinonge Jersey River,"Woodbine Rd, Reg Rd 8, S of Keswick",I,1985,1995,11,0,-79.43670911,44.18702951
03007703402,Maskinonge River,"Glenwood Ave, North Gwillimbury Twp",A,1985,2016,25,7,-79.42133711,44.22387364
03008500102,Musquash River,"Hwy 69, 3km N of Reg Rd 32",I,1966,2002,29,8,-79.77733586,45.02209389
03008500202,Rosseau Lake Outlet,"Reg Rd 118, Port Carling",I,1966,1991,26,0,-79.57728511,45.12005477
03008500302,Muskoka Lake Outlet,"Regional Rd 169, Bala",I,1966,1995,30,0,-79.61451798,45.01248614
03008500402,Muskoka River South,"Hwy 11, Muskoka Falls",I,1965,1995,31,0,-79.30209861,45.00237889
03008500502,Muskoka River North,"Hwy 11, SE of Falkenburg Station",I,1965,1992,4,24,-79.29996811,45.08829789
03008500602,Mary Lake Outlet,"Muskoka Rd 10, Port Sydney",I,1965,1995,31,0,-79.27508348,45.21309439
03008500702,Fairy Lake Outlet,"Muskoka Rd 2, Brunel Rd, S of Huntsville",I,1966,1990,25,0,-79.20404798,45.30358427
03008500802,Lake Vernon Outlet,"Muskoka Rd 3, Main St, Huntsville",I,1966,1995,30,0,-79.21491861,45.32763339
03008500902,Lake of Bays Outlet,"Highway No. 117, Baysville",I,1965,1990,26,0,-79.11164861,45.15024139
03008501002,Indian River,Small Lock Port Carling,I,1967,1977,11,0,-79.57632211,45.12016377
03008501102,Indian River,"Hanna Park, SW of Reg Rd 118,  Port Carling",I,1967,1995,29,0,-79.57624023,45.11104527
03008501202,Muskoka River North Branch,"Upstream of South Branch, Bracebridge",I,1968,1977,10,0,-79.31377136,45.03352114
03008501302,Muskoka River North Branch,"Ecclestone Drive, W of Hwy 11, Bracebridge",I,1968,1977,10,0,-79.30788936,45.03922002
